restaurant,item,calories,cal_fat,total_fat,sat_fat,trans_fat,cholesterol,sodium,total_carb,fiber,sugar,protein,vit_a,vit_c,calcium,protein_efficiency
Arbys,Ham & Swiss Melt,300.0,80.0,9.0,4.0,0.0,35.0,1030.0,37.0,2.0,6.0,18.0,2.0,0.0,15.0,6.0
Arbys,Loaded Italian Sandwich,680.0,360.0,40.0,14.0,0.5,100.0,2270.0,49.0,3.0,7.0,32.0,0.0,0.0,0.0,4.705882352941177
Arbys,Pecan Chicken Salad Flatbread,710.0,410.0,46.0,7.0,0.5,65.0,980.0,53.0,4.0,9.0,22.0,0.0,0.0,0.0,3.0985915492957745
Arbys,Pecan Chicken Salad Sandwich,840.0,400.0,44.0,6.0,0.5,75.0,1210.0,81.0,6.0,20.0,33.0,10.0,8.0,25.0,3.9285714285714284
Arbys,2 piece Prime-Cut Chicken Tenders,240.0,100.0,11.0,1.5,0.0,30.0,640.0,19.0,1.0,0.0,16.0,0.0,0.0,2.0,6.666666666666667
Arbys,3 piece Prime-Cut Chicken Tenders,360.0,150.0,17.0,2.5,0.0,45.0,950.0,28.0,2.0,0.0,23.0,0.0,4.0,2.0,6.388888888888888
Arbys,5 piece Prime-Cut Chicken Tenders,600.0,250.0,28.0,4.0,0.0,75.0,1590.0,47.0,3.0,0.0,39.0,0.0,8.0,2.0,6.5
Arbys,Reuben Sandwich,680.0,280.0,31.0,8.0,0.5,80.0,2420.0,62.0,4.0,5.0,37.0,6.0,20.0,35.0,5.4411764705882355
Arbys,Roast Beef Gyro,550.0,260.0,29.0,7.0,1.0,60.0,1290.0,48.0,3.0,5.0,24.0,10.0,15.0,10.0,4.363636363636364
Arbys,Roast Turkey & Swiss Sandwich,710.0,260.0,28.0,7.0,0.0,65.0,1930.0,79.0,5.0,15.0,38.0,20.0,10.0,45.0,5.352112676056338
Arbys,Roast Turkey & Swiss Wrap,520.0,240.0,27.0,9.0,0.0,65.0,1640.0,39.0,4.0,6.0,30.0,20.0,10.0,35.0,5.769230769230769
Arbys,"Roast Turkey, Ranch & Bacon Sandwich",800.0,310.0,34.0,10.0,0.5,80.0,2420.0,79.0,5.0,16.0,45.0,20.0,10.0,45.0,5.625
Arbys,"Roast Turkey, Ranch & Bacon Wrap",620.0,310.0,34.0,11.0,0.5,85.0,2130.0,39.0,4.0,6.0,37.0,20.0,10.0,30.0,5.967741935483871
Arbys,Smoke Mountain w/ Beef Short Rib,740.0,320.0,35.0,13.0,1.0,125.0,2050.0,62.0,4.0,17.0,43.0,0.0,0.0,0.0,5.810810810810811
Arbys,Smokehouse Beef Short Rib Sandwich,590.0,250.0,59.0,10.0,1.0,75.0,1510.0,59.0,4.0,14.0,26.0,0.0,0.0,0.0,4.406779661016949
Arbys,Smokehouse Brisket,600.0,310.0,35.0,12.0,1.0,110.0,1240.0,42.0,2.0,7.0,33.0,4.0,8.0,20.0,5.5
Arbys,Super Roast Beef,430.0,160.0,17.0,5.0,1.0,45.0,1060.0,45.0,3.0,11.0,23.0,10.0,10.0,8.0,5.348837209302325
Arbys,Three Cheese Steak Sandwich,650.0,320.0,36.0,15.0,1.0,115.0,1760.0,44.0,2.0,9.0,30.0,0.0,0.0,0.0,4.615384615384616
Arbys,Triple Decker Sandwich,1030.0,459.0,51.0,17.0,1.0,155.0,2940.0,83.0,5.0,19.0,62.0,0.0,0.0,0.0,6.019417475728155
Arbys,Turkey Avocado Club,730.0,252.0,28.0,6.0,0.0,65.0,2140.0,80.0,6.0,16.0,41.0,0.0,0.0,0.0,5.616438356164384
Arbys,Turkey Gyro,470.0,180.0,20.0,3.5,0.0,45.0,1520.0,48.0,3.0,5.0,25.0,10.0,15.0,10.0,5.319148936170213
Arbys,Ultimate BLT,980.0,495.0,55.0,14.0,0.0,85.0,2130.0,80.0,6.0,19.0,43.0,0.0,0.0,0.0,4.387755102040816
Arbys,Buffalo Chicken Slider,290.0,120.0,13.0,2.0,0.0,20.0,860.0,31.0,2.0,2.0,12.0,0.0,0.0,0.0,4.137931034482759
Arbys,Chicken Tender 'n Cheese Slider,290.0,110.0,12.0,3.5,0.0,25.0,720.0,30.0,1.0,1.0,15.0,0.0,0.0,0.0,5.172413793103448
Arbys,Corned Beef 'n Cheese Slider,220.0,80.0,9.0,3.5,0.0,30.0,890.0,21.0,1.0,1.0,14.0,0.0,0.0,0.0,6.363636363636363
Arbys,Ham 'n Cheese Slider,210.0,70.0,8.0,3.0,0.0,25.0,780.0,21.0,1.0,2.0,13.0,0.0,0.0,0.0,6.190476190476191
Arbys,Jalapeno Roast Beef 'n Cheese Slider,240.0,90.0,11.0,4.5,0.0,30.0,670.0,21.0,1.0,1.0,14.0,0.0,0.0,0.0,5.833333333333333
Arbys,Pizza Slider,300.0,150.0,17.0,6.0,0.0,35.0,930.0,23.0,1.0,2.0,13.0,0.0,0.0,0.0,4.333333333333334
Arbys,Roast Beef 'n Cheese Slider,240.0,90.0,11.0,4.5,0.0,30.0,670.0,21.0,1.0,1.0,14.0,0.0,0.0,0.0,5.833333333333333
Arbys,Turkey 'n Cheese Slider,200.0,60.0,7.0,2.5,0.0,25.0,760.0,21.0,1.0,2.0,14.0,0.0,0.0,0.0,7.000000000000001
Arbys,Chopped Side Salad,70.0,45.0,5.0,2.5,0.0,15.0,100.0,4.0,1.0,2.0,5.0,35.0,10.0,10.0,7.142857142857142
Arbys,Crispy Chicken Farmhouse Salad,430.0,220.0,24.0,8.0,0.0,65.0,1000.0,26.0,4.0,4.0,28.0,60.0,20.0,25.0,6.511627906976744
Arbys,Greek Gyro Salad,420.0,340.0,37.0,9.0,0.0,55.0,700.0,11.0,2.0,4.0,10.0,0.0,0.0,0.0,2.380952380952381
Arbys,Roast Turkey Farmhouse Salad,230.0,120.0,13.0,7.0,0.0,55.0,870.0,8.0,2.0,5.0,22.0,60.0,20.0,25.0,9.565217391304348
Arbys,Super Greek Salad,720.0,480.0,53.0,15.0,0.0,85.0,1310.0,39.0,5.0,7.0,22.0,0.0,0.0,0.0,3.0555555555555554
Burger King,American Brewhouse King,1550.0,1134.0,126.0,47.0,8.0,805.0,1820.0,21.0,3.0,7.0,134.0,0.0,0.0,0.0,8.645161290322582
Burger King,Bacon & Swiss Sourdough King,1000.0,585.0,65.0,24.0,3.0,200.0,1320.0,48.0,2.0,8.0,56.0,0.0,0.0,0.0,5.6000000000000005
Burger King,Bacon Cheeseburger,330.0,140.0,16.0,7.0,0.0,55.0,830.0,32.0,1.0,7.0,18.0,0.0,0.0,0.0,5.454545454545454
Burger King,Bacon Cheeseburger Deluxe,290.0,120.0,14.0,6.0,0.5,40.0,720.0,28.0,1.0,7.0,12.0,0.0,0.0,0.0,4.137931034482759
Burger King,Bacon King,1040.0,630.0,48.0,28.0,2.5,220.0,1900.0,48.0,1.0,10.0,57.0,0.0,0.0,0.0,5.480769230769231
Burger King,Bacon King Jr,730.0,351.0,39.0,9.0,0.0,90.0,1930.0,63.0,0.0,16.0,32.0,0.0,0.0,0.0,4.383561643835616
Burger King,Double Bacon Cheeseburger,520.0,280.0,31.0,14.0,1.0,105.0,1180.0,33.0,1.0,8.0,31.0,0.0,0.0,0.0,5.961538461538462
Burger King,Double Hamburger,360.0,160.0,18.0,8.0,0.0,70.0,520.0,28.0,1.0,6.0,22.0,0.0,0.0,0.0,6.111111111111111
Burger King,Double Quarter Pound King,900.0,486.0,54.0,25.0,3.0,210.0,1740.0,50.0,2.0,11.0,56.0,0.0,0.0,0.0,6.222222222222222
Burger King,Extra Long Cheeseburger,580.0,300.0,33.0,13.0,1.5,85.0,1030.0,45.0,2.0,9.0,26.0,0.0,0.0,0.0,4.482758620689655
Burger King,Homestyle Cheeseburger,550.0,250.0,27.0,12.0,1.5,95.0,1140.0,48.0,2.0,10.0,30.0,0.0,0.0,0.0,5.454545454545454
Burger King,Jalapeno King Sandwich,990.0,585.0,65.0,24.0,3.0,205.0,1550.0,46.0,2.0,7.0,55.0,0.0,0.0,0.0,5.555555555555555
Burger King,Rodeo Burger,310.0,110.0,13.0,4.0,0.5,25.0,450.0,38.0,1.0,9.0,9.0,0.0,0.0,0.0,2.903225806451613
Burger King,Rodeo King,1250.0,738.0,82.0,31.0,3.5,230.0,2270.0,69.0,3.0,14.0,60.0,0.0,0.0,0.0,4.8
Burger King,Sourdough King Single,730.0,387.0,43.0,16.0,1.5,125.0,1570.0,52.0,2.0,12.0,35.0,0.0,0.0,0.0,4.794520547945205
Burger King,Sourdough King Double,970.0,549.0,61.0,24.0,3.0,205.0,1640.0,52.0,2.0,12.0,55.0,0.0,0.0,0.0,5.670103092783505
Burger King,Bacon & Cheese Whopper,770.0,432.0,48.0,16.0,2.0,95.0,1360.0,47.0,2.0,9.0,29.0,0.0,0.0,0.0,3.766233766233766
Burger King,DOUBLE WHOPPER w/o Cheese,900.0,510.0,57.0,19.0,2.0,140.0,1050.0,51.0,3.0,11.0,47.0,0.0,0.0,0.0,5.222222222222222
Burger King,DOUBLE WHOPPER w/ Cheese,990.0,580.0,65.0,24.0,2.0,160.0,1480.0,53.0,3.0,11.0,52.0,0.0,0.0,0.0,5.252525252525253
Burger King,WHOPPER w/o Cheese,660.0,360.0,40.0,12.0,1.5,90.0,980.0,49.0,2.0,11.0,28.0,0.0,0.0,0.0,4.242424242424243
Burger King,WHOPPER w/ Cheese,760.0,430.0,47.0,16.0,1.0,100.0,1410.0,53.0,3.0,11.0,33.0,0.0,0.0,0.0,4.342105263157895
Burger King,WHOPPER JR. w/o Cheese,340.0,170.0,19.0,5.0,0.0,40.0,510.0,28.0,2.0,6.0,14.0,0.0,0.0,0.0,4.117647058823529
Burger King,WHOPPER JR. w/ Cheese,380.0,210.0,23.0,8.0,1.0,55.0,730.0,29.0,2.0,6.0,16.0,0.0,0.0,0.0,4.2105263157894735
Burger King,Bacon Cheddar Ranch Chicken Salad w/ grilled Chicken & Dressing,590.0,360.0,40.0,12.0,0.0,150.0,1540.0,18.0,3.0,6.0,42.0,0.0,0.0,0.0,7.118644067796611
Burger King,Bacon Cheddar Ranch Chicken Salad w/ crispy Chicken & Dressing,720.0,450.0,50.0,13.0,0.0,120.0,1960.0,32.0,5.0,7.0,36.0,0.0,0.0,0.0,5.0
Burger King,Chicken BLT Salad w/ Grilled Chicken,550.0,330.0,37.0,10.0,0.0,115.0,1640.0,17.0,3.0,5.0,36.0,0.0,0.0,0.0,6.545454545454546
Burger King,Chicken BLT Salad w/ Crispy Chicken,690.0,430.0,48.0,12.0,1.0,100.0,1750.0,31.0,4.0,8.0,35.0,0.0,0.0,0.0,5.072463768115942
Burger King,Chicken Caesar Salad w/ Grilled Chicken,530.0,290.0,32.0,5.0,0.0,95.0,1640.0,26.0,3.0,6.0,35.0,0.0,0.0,0.0,6.60377358490566
Burger King,Chicken Caesar Salad w/ Crispy Chicken,670.0,380.0,43.0,7.0,0.0,80.0,1760.0,40.0,5.0,8.0,34.0,0.0,0.0,0.0,5.074626865671641
Burger King,"Chicken, Apple & Cranberry Salad w/ Grilled Chicken",560.0,270.0,30.0,7.0,0.0,90.0,980.0,40.0,4.0,34.0,29.0,0.0,0.0,0.0,5.178571428571429
Burger King,"Chicken, Apple & Cranberry Salad w/ Crispy Chicken",700.0,370.0,41.0,9.0,0.0,80.0,1090.0,54.0,5.0,37.0,28.0,0.0,0.0,0.0,4.0
Burger King,"Garden Grilled Chicken Salad w/ Grilled Chicken, no dressing",320.0,120.0,14.0,6.0,0.0,115.0,650.0,16.0,2.0,4.0,36.0,0.0,0.0,0.0,11.25
Burger King,"Garden Grilled Chicken Salad w/ Crispy Chicken, no dressing",450.0,220.0,24.0,7.0,0.0,85.0,1070.0,30.0,5.0,6.0,29.0,0.0,0.0,0.0,6.444444444444445
Burger King,Side Caesar Salad with dressing,220.0,180.0,20.0,4.0,0.0,10.0,540.0,7.0,2.0,3.0,6.0,0.0,0.0,0.0,2.727272727272727
Burger King,Side Garden Salad and Avocado Ranch Dressing,230.0,190.0,21.0,5.0,0.0,30.0,520.0,7.0,2.0,3.0,5.0,0.0,0.0,0.0,2.1739130434782608
Burger King,Big Fish Sandwich,530.0,250.0,27.0,4.5,0.0,30.0,1360.0,54.0,2.0,7.0,17.0,0.0,0.0,0.0,3.207547169811321
Burger King,BK VEGGIE Burger,410.0,150.0,16.0,3.0,0.0,5.0,1030.0,44.0,7.0,8.0,22.0,0.0,0.0,0.0,5.365853658536586
Burger King,Chicken Burger,480.0,220.0,25.0,2.5,0.0,5.0,1160.0,42.0,2.0,10.0,22.0,0.0,0.0,0.0,4.583333333333333
Burger King,Chicken Fries,290.0,150.0,17.0,3.0,1.5,40.0,780.0,18.0,1.0,1.0,16.0,0.0,0.0,0.0,5.517241379310345
Burger King,4 Piece Chicken Nuggets,190.0,100.0,11.0,2.0,0.0,25.0,310.0,10.0,1.0,0.0,10.0,0.0,0.0,0.0,5.263157894736842
Burger King,6 Piece Chicken Nuggets,290.0,150.0,17.0,3.0,0.0,40.0,460.0,15.0,1.0,0.0,15.0,0.0,0.0,0.0,5.172413793103448
Burger King,20 Piece Chicken Nuggets,950.0,500.0,55.0,11.0,0.0,130.0,1530.0,50.0,5.0,0.0,51.0,0.0,0.0,0.0,5.36842105263158
Burger King,Chicken Nuggets (10pc),470.0,260.0,29.0,5.0,0.0,50.0,890.0,34.0,5.0,0.0,21.0,0.0,0.0,0.0,4.468085106382979
Burger King,Crispy Chicken Jr.,430.0,250.0,28.0,4.5,0.0,30.0,760.0,34.0,2.0,4.0,12.0,0.0,0.0,0.0,2.7906976744186047
Burger King,Grilled Chili Cheese Dog,330.0,170.0,19.0,8.0,1.0,40.0,980.0,28.0,2.0,5.0,14.0,0.0,0.0,0.0,4.242424242424243
Burger King,Grilled Hot Dog,310.0,140.0,16.0,6.0,1.0,30.0,960.0,32.0,2.0,10.0,11.0,0.0,0.0,0.0,3.5483870967741935
Burger King,Jalapeno Chicken Fries,300.0,160.0,18.0,3.0,0.0,40.0,950.0,19.0,1.0,1.0,15.0,0.0,0.0,0.0,5.0
Burger King,Original Chicken Sandwich,630.0,350.0,39.0,7.0,1.0,65.0,1390.0,46.0,3.0,4.0,24.0,0.0,0.0,0.0,3.8095238095238098
Burger King,Pretzel Chicken Fries,340.0,189.0,21.0,3.5,0.0,45.0,1200.0,21.0,1.0,1.0,16.0,0.0,0.0,0.0,4.705882352941177
Burger King,Rodeo Crispy Chicken Sandwich,410.0,150.0,17.0,3.0,0.0,20.0,870.0,53.0,2.0,14.0,12.0,0.0,0.0,0.0,2.9268292682926833
Burger King,Sourdough Chicken Club,840.0,459.0,51.0,12.0,1.0,95.0,1760.0,62.0,3.0,7.0,32.0,0.0,0.0,0.0,3.8095238095238098
Burger King,4 Piece Spicy Chicken Nuggets,210.0,135.0,15.0,3.0,0.0,20.0,570.0,11.0,2.0,0.0,8.0,0.0,0.0,0.0,3.8095238095238098
Burger King,Spicy Crispy Chicken Jr.,410.0,220.0,25.0,4.5,0.0,35.0,850.0,35.0,2.0,5.0,12.0,0.0,0.0,0.0,2.9268292682926833
Burger King,Spicy Crispy Chicken Sandwich,700.0,378.0,42.0,7.0,0.0,65.0,1140.0,57.0,3.0,8.0,25.0,0.0,0.0,0.0,3.571428571428571
Burger King,Spicy Crispy Jalapeno Chicken Sandwich,760.0,405.0,45.0,11.0,0.0,95.0,1720.0,58.0,3.0,8.0,32.0,0.0,0.0,0.0,4.2105263157894735
Dairy Queen,1/2 lb. FlameThrower® GrillBurger,1000.0,660.0,74.0,26.0,2.0,170.0,1610.0,40.0,2.0,9.0,46.0,25.0,8.0,30.0,4.6
Dairy Queen,1/2 lb. GrillBurger with Cheese,800.0,460.0,51.0,20.0,2.0,135.0,1280.0,44.0,3.0,13.0,40.0,25.0,6.0,35.0,5.0
Dairy Queen,1/4 lb. Bacon Cheese GrillBurger,630.0,330.0,37.0,13.0,1.0,95.0,1250.0,44.0,2.0,13.0,30.0,20.0,6.0,25.0,4.761904761904762
Dairy Queen,1/4 lb. GrillBurger with Cheese,540.0,270.0,30.0,11.0,1.0,70.0,1020.0,44.0,3.0,13.0,23.0,20.0,6.0,25.0,4.2592592592592595
Dairy Queen,1/4 lb. Mushroom Swiss GrillBurger,570.0,310.0,35.0,11.0,1.0,75.0,820.0,39.0,2.0,8.0,24.0,2.0,0.0,25.0,4.2105263157894735
Dairy Queen,Original Cheeseburger,400.0,160.0,18.0,9.0,1.0,65.0,930.0,34.0,1.0,8.0,19.0,10.0,0.0,10.0,4.75
Dairy Queen,Original Double Cheeseburger,630.0,310.0,34.0,18.0,2.0,125.0,1240.0,34.0,1.0,9.0,34.0,15.0,0.0,20.0,5.396825396825397
Dairy Queen,4 Piece Chicken Strip Basket w/ Country Gravy,1030.0,480.0,53.0,9.0,1.0,80.0,2780.0,105.0,9.0,4.0,35.0,2.0,0.0,10.0,3.3980582524271843
Dairy Queen,6 Piece Chicken Strip Basket w/ Country Gravy,1260.0,590.0,66.0,11.0,1.0,120.0,3500.0,121.0,12.0,4.0,49.0,2.0,0.0,10.0,3.888888888888889
Dairy Queen,Bacon Cheese Dog,420.0,240.0,26.0,11.0,1.0,60.0,1140.0,26.0,1.0,3.0,19.0,0.0,0.0,0.0,4.523809523809524
Dairy Queen,Cheese Dog,390.0,220.0,24.0,11.0,1.0,50.0,1000.0,26.0,1.0,3.0,16.0,0.0,0.0,0.0,4.102564102564102
Dairy Queen,Chili Cheese Dog,380.0,220.0,24.0,11.0,1.0,55.0,900.0,23.0,1.0,3.0,16.0,10.0,0.0,15.0,4.2105263157894735
Dairy Queen,Chili Dog,330.0,180.0,20.0,8.0,1.0,40.0,1050.0,24.0,1.0,5.0,13.0,8.0,0.0,6.0,3.939393939393939
Dairy Queen,Hot Dog,290.0,160.0,17.0,7.0,1.0,35.0,900.0,22.0,1.0,4.0,11.0,4.0,0.0,6.0,3.793103448275862
Dairy Queen,Relish Dog,350.0,180.0,20.0,8.0,1.0,35.0,1000.0,30.0,1.0,6.0,13.0,0.0,0.0,0.0,3.7142857142857144
Dairy Queen,Barbecue Pork Sandwich,310.0,80.0,9.0,3.0,0.0,50.0,830.0,41.0,2.0,9.0,17.0,10.0,4.0,4.0,5.483870967741936
Dairy Queen,Breaded Mushrooms,250.0,80.0,9.0,1.0,0.0,0.0,500.0,36.0,2.0,1.0,7.0,0.0,2.0,2.0,2.8000000000000003
Dairy Queen,Regular Cheese Curds,550.0,410.0,45.0,25.0,0.0,150.0,900.0,0.0,0.0,0.0,35.0,30.0,0.0,100.0,6.363636363636363
Dairy Queen,Large Cheese Curds,1050.0,670.0,75.0,43.0,1.0,180.0,2210.0,52.0,0.0,30.0,43.0,0.0,0.0,0.0,4.095238095238096
Dairy Queen,Chili Cheese Mega Dog,760.0,440.0,49.0,21.0,2.0,100.0,1570.0,48.0,2.0,6.0,32.0,0.0,0.0,0.0,4.2105263157894735
Dairy Queen,Crispy Fish Sandwich,470.0,200.0,22.0,3.0,0.0,20.0,1210.0,53.0,2.0,7.0,17.0,10.0,2.0,6.0,3.6170212765957444
Dairy Queen,Deluxe Cheeseburger,400.0,160.0,18.0,9.0,1.0,65.0,930.0,35.0,1.0,9.0,20.0,20.0,6.0,10.0,5.0
Dairy Queen,Deluxe Double Cheeseburger,640.0,310.0,34.0,18.0,2.0,125.0,1240.0,35.0,1.0,9.0,34.0,25.0,6.0,20.0,5.3125
Dairy Queen,Deluxe Double Hamburger,540.0,240.0,26.0,13.0,1.0,100.0,750.0,34.0,1.0,9.0,29.0,15.0,6.0,4.0,5.37037037037037
Dairy Queen,Deluxe Hamburger,350.0,130.0,14.0,7.0,1.0,50.0,680.0,34.0,1.0,9.0,17.0,15.0,6.0,4.0,4.857142857142857
Dairy Queen,DQ Ultimate® Burger,780.0,430.0,48.0,22.0,2.0,150.0,1390.0,34.0,1.0,7.0,41.0,20.0,6.0,20.0,5.256410256410256
Dairy Queen,Pork Tenderloin Sandwich,580.0,310.0,34.0,7.0,0.0,45.0,910.0,48.0,2.0,6.0,19.0,0.0,0.0,0.0,3.2758620689655173
Dairy Queen,Steak Finger Basket,910.0,430.0,48.0,13.0,0.5,45.0,2210.0,95.0,5.0,2.0,23.0,0.0,0.0,0.0,2.5274725274725274
Dairy Queen,3 chicken strips Chicken Strips,350.0,180.0,20.0,3.0,0.0,60.0,960.0,22.0,10.0,0.0,22.0,0.0,0.0,0.0,6.2857142857142865
Dairy Queen,Chicken Bacon Ranch Sandwich,500.0,180.0,20.0,8.0,0.0,65.0,1190.0,45.0,3.0,3.0,33.0,0.0,0.0,0.0,6.6000000000000005
Dairy Queen,Chicken Mozzarella Sandwich,640.0,220.0,25.0,8.0,0.0,60.0,1530.0,68.0,4.0,3.0,34.0,0.0,0.0,0.0,5.3125
Dairy Queen,Crispy Chicken BLT Salad,520.0,280.0,31.0,10.0,0.0,100.0,1470.0,25.0,9.0,6.0,37.0,0.0,0.0,0.0,7.115384615384615
Dairy Queen,Crispy Chicken Garden Greens Salad,280.0,120.0,13.0,2.0,0.0,40.0,670.0,24.0,9.0,6.0,17.0,0.0,0.0,0.0,6.071428571428571
Dairy Queen,Crispy Chicken Wrap,350.0,190.0,21.0,5.0,0.0,35.0,820.0,30.0,2.0,1.0,12.0,10.0,2.0,10.0,3.428571428571429
Dairy Queen,Grilled Chicken BLT Salad,380.0,170.0,19.0,9.0,0.0,100.0,1540.0,11.0,3.0,6.0,42.0,0.0,0.0,0.0,11.052631578947368
Dairy Queen,Grilled Chicken Garden Greens Salad,150.0,20.0,2.0,0.5,0.0,40.0,730.0,10.0,3.0,6.0,23.0,0.0,0.0,0.0,15.333333333333332
Dairy Queen,Grilled Chicken Wrap,280.0,130.0,15.0,4.0,0.0,30.0,800.0,22.0,1.0,1.0,15.0,10.0,4.0,10.0,5.357142857142857
Dairy Queen,Side Salad,20.0,0.0,0.0,0.0,0.0,0.0,15.0,5.0,2.0,3.0,1.0,50.0,30.0,15.0,5.0
Dairy Queen,Turkey BLT Sandwich,550.0,240.0,26.0,8.0,0.0,60.0,1420.0,45.0,3.0,3.0,30.0,0.0,0.0,0.0,5.454545454545454
Subway,"6"" B.L.T.",320.0,80.0,9.0,4.0,0.0,20.0,680.0,43.0,5.0,6.0,15.0,8.0,8.0,30.0,4.6875
Subway,Footlong B.L.T.,640.0,160.0,18.0,8.0,0.0,40.0,1360.0,86.0,10.0,12.0,30.0,16.0,16.0,60.0,4.6875
Subway,"6"" BBQ Rib Sandwich",430.0,160.0,18.0,6.0,0.0,50.0,590.0,47.0,5.0,8.0,19.0,8.0,20.0,30.0,4.4186046511627906
Subway,Footlong BBQ Rib Sandwich,860.0,320.0,36.0,12.0,0.0,100.0,1180.0,94.0,10.0,16.0,38.0,16.0,40.0,60.0,4.4186046511627906
Subway,"6"" Big Hot Pastrami",580.0,310.0,31.0,11.0,0.0,85.0,1470.0,47.0,5.0,7.0,29.0,10.0,45.0,40.0,5.0
Subway,Footlong Big Hot Pastrami,1160.0,620.0,62.0,22.0,0.0,170.0,2940.0,94.0,10.0,14.0,58.0,20.0,90.0,80.0,5.0
Subway,"6"" Big Philly Cheesesteak",500.0,150.0,17.0,9.0,1.0,85.0,1310.0,51.0,6.0,8.0,38.0,15.0,20.0,50.0,7.6
Subway,Footlong Big Philly Cheesesteak,1000.0,300.0,34.0,18.0,2.0,170.0,2620.0,102.0,12.0,16.0,76.0,30.0,40.0,100.0,7.6
Subway,Kids Mini Sub Black Forest Ham,180.0,20.0,3.0,0.5,0.0,10.0,450.0,30.0,3.0,5.0,10.0,6.0,15.0,20.0,5.555555555555555
Subway,"6"" Black Forest Ham",290.0,40.0,5.0,1.0,0.0,20.0,830.0,46.0,5.0,8.0,18.0,8.0,20.0,30.0,6.206896551724138
Subway,Footlong Black Forest Ham,580.0,80.0,10.0,2.0,0.0,40.0,1660.0,92.0,10.0,16.0,36.0,16.0,40.0,60.0,6.206896551724138
Subway,"6"" Carved Turkey",330.0,45.0,5.0,1.0,0.0,45.0,890.0,45.0,5.0,7.0,25.0,8.0,20.0,30.0,7.575757575757576
Subway,Footlong Carved Turkey,660.0,90.0,10.0,2.0,0.0,90.0,1780.0,90.0,10.0,14.0,50.0,16.0,40.0,60.0,7.575757575757576
Subway,"6"" Carved Turkey & Bacon w/ Cheese",570.0,230.0,26.0,7.0,0.0,70.0,1600.0,46.0,5.0,8.0,33.0,10.0,20.0,40.0,5.7894736842105265
Subway,Footlong Carved Turkey & Bacon w/ Cheese,1140.0,460.0,52.0,14.0,0.0,140.0,3200.0,92.0,10.0,16.0,66.0,20.0,40.0,80.0,5.7894736842105265
Subway,"6"" Chicken & Bacon Ranch Melt",570.0,250.0,28.0,10.0,1.0,95.0,1080.0,47.0,5.0,8.0,35.0,15.0,25.0,50.0,6.140350877192982
Subway,Footlong Chicken & Bacon Ranch Melt,1140.0,500.0,56.0,20.0,2.0,190.0,2160.0,94.0,10.0,16.0,70.0,30.0,50.0,100.0,6.140350877192982
Subway,"6"" Chicken Pizziola Melt",460.0,140.0,16.0,6.0,0.0,80.0,1140.0,49.0,6.0,9.0,32.0,15.0,30.0,45.0,6.956521739130435
Subway,Footlong Chicken Pizziola Melt,920.0,280.0,32.0,12.0,0.0,160.0,2280.0,98.0,12.0,18.0,64.0,30.0,60.0,90.0,6.956521739130435
Subway,"6"" Cold Cut Combo",370.0,120.0,13.0,4.0,0.0,50.0,1140.0,46.0,5.0,7.0,18.0,10.0,20.0,35.0,4.864864864864865
Subway,Footlong Cold Cut Combo,740.0,240.0,26.0,8.0,0.0,100.0,2280.0,92.0,10.0,14.0,36.0,20.0,40.0,70.0,4.864864864864865
Subway,"6"" Corned Beef Reuben",470.0,130.0,15.0,4.5,0.0,85.0,1770.0,45.0,7.0,12.0,39.0,10.0,35.0,20.0,8.297872340425531
Subway,Footlong Corned Beef Reuben,940.0,260.0,30.0,9.0,0.0,170.0,3540.0,90.0,14.0,24.0,78.0,20.0,70.0,40.0,8.297872340425531
Subway,"6"" Italian B.M.T.",410.0,150.0,16.0,6.0,0.0,45.0,1300.0,46.0,5.0,8.0,20.0,8.0,20.0,30.0,4.878048780487805
Subway,Footlong Italian B.M.T.,820.0,300.0,32.0,12.0,0.0,90.0,2600.0,92.0,10.0,16.0,40.0,16.0,40.0,60.0,4.878048780487805
Subway,"6"" Italian Hero",550.0,260.0,29.0,10.0,0.0,75.0,1470.0,47.0,5.0,9.0,26.0,10.0,20.0,40.0,4.7272727272727275
Subway,Footlong Italian Hero,1100.0,520.0,58.0,20.0,0.0,150.0,2940.0,94.0,10.0,18.0,52.0,20.0,40.0,80.0,4.7272727272727275
Subway,"6"" Meatball Marinara",480.0,160.0,18.0,7.0,1.0,30.0,950.0,59.0,8.0,12.0,21.0,25.0,35.0,35.0,4.375
Subway,Footlong Meatball Marinara,960.0,320.0,36.0,14.0,2.0,60.0,1900.0,118.0,16.0,24.0,42.0,50.0,70.0,70.0,4.375
Subway,"6"" Oven Roasted Chicken",320.0,40.0,5.0,2.0,0.0,25.0,640.0,47.0,5.0,8.0,23.0,8.0,30.0,30.0,7.187499999999999
Subway,Footlong Oven Roasted Chicken,640.0,80.0,10.0,4.0,0.0,50.0,1280.0,44.0,10.0,16.0,46.0,16.0,60.0,60.0,7.187499999999999
Subway,Kids Mini Sub Roast Beef,200.0,25.0,3.0,1.0,0.0,25.0,390.0,30.0,4.0,5.0,14.0,6.0,15.0,20.0,7.000000000000001
Subway,"6"" Roast Beef",320.0,40.0,5.0,2.0,0.0,40.0,700.0,45.0,5.0,7.0,24.0,8.0,20.0,30.0,7.5
Subway,Footlong Roast Beef,640.0,80.0,10.0,4.0,0.0,80.0,1400.0,90.0,10.0,14.0,48.0,16.0,40.0,60.0,7.5
